time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2020-02-09T11:05:59.240Z,19.1963329,-155.4029999,33.93,1.72,md,29,171,0.06913,0.11,hv,hv71376392,2020-02-09T11:09:08.580Z,"8km E of Pahala, Hawaii",earthquake,0.64,0.87,0.13,3,automatic,hv,hv
2020-02-09T10:46:44.328Z,60.153,-152.5165,103.6,1.9,ml,,,,0.58,ak,ak0201ubq62v,2020-02-09T10:50:12.677Z,"39km SSE of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-09T10:34:03.810Z,32.8306667,-116.7438333,16.7,1.22,ml,25,40,0.1046,0.14,ci,ci39297120,2020-02-09T16:37:38.890Z,"2km ESE of Alpine, CA",earthquake,0.23,0.55,0.182,21,reviewed,ci,ci
2020-02-09T10:30:02.280Z,35.9113333,-117.4543333,0.69,1.64,ml,19,100,0.1221,0.16,ci,ci39297112,2020-02-09T16:37:42.130Z,"17km NNW of Searles Valley, CA",earthquake,0.29,0.41,0.13,26,reviewed,ci,ci
2020-02-09T10:27:46.634Z,58.5195,-154.4856,0,1.7,ml,,,,0.7,ak,ak0201ubm3p4,2020-02-09T10:34:59.147Z,"113km NNW of Larsen Bay, Alaska",earthquake,,0.5,,,automatic,ak,ak
2020-02-09T10:27:34.969Z,-16.4513,-179.902,505.25,4.4,mb,,57,2.34,0.79,us,us70007m0p,2020-02-09T10:48:53.040Z,"76km E of Lambasa, Fiji",earthquake,12.3,7.3,0.036,226,reviewed,us,us
2020-02-09T10:13:28.980Z,17.7943,-66.8805,2,3.16,md,10,245,0.1808,0.08,pr,pr2020040022,2020-02-09T18:16:02.426Z,"19km S of Guanica, Puerto Rico",earthquake,0.53,0.43,0.13,4,reviewed,pr,pr
2020-02-09T10:08:36.880Z,19.2094994,-155.4048309,30.54,1.9,md,48,153,0.0287,0.1,hv,hv71376337,2020-02-09T10:11:52.230Z,"7km E of Pahala, Hawaii",earthquake,0.47,0.9,0.23,7,automatic,hv,hv
2020-02-09T10:07:39.950Z,40.3400002,-124.2711639,22.7,1.96,md,7,206,0.02062,0.07,nc,nc73337521,2020-02-09T10:59:02.524Z,"2km NE of Petrolia, CA",earthquake,2.07,1.31,0.34,3,automatic,nc,nc
2020-02-09T10:04:47.787Z,60.9768,-150.9185,11.3,1.9,ml,,,,0.73,ak,ak0201ubh6cv,2020-02-09T10:16:24.339Z,"37km NNE of Nikiski, Alaska",earthquake,,0.3,,,automatic,ak,ak
2020-02-09T10:01:15.540Z,39.401001,-123.2904968,3.67,1.31,md,7,116,0.07702,0.01,nc,nc73337516,2020-02-09T10:32:02.332Z,"6km E of Willits, CA",earthquake,0.34,2.03,0.07,6,automatic,nc,nc
2020-02-09T10:01:07.450Z,19.1970005,-155.4730072,34.03,1.78,md,23,161,0.0567,0.13,hv,hv71376327,2020-02-09T10:04:15.170Z,"1km SE of Pahala, Hawaii",earthquake,0.81,1.02,0.12,3,automatic,hv,hv
2020-02-09T09:52:00.200Z,35.7846667,-117.5818333,10.5,0.98,ml,14,151,0.03352,0.23,ci,ci39297104,2020-02-09T09:55:28.587Z,"16km W of Searles Valley, CA",earthquake,0.73,1.01,0.117,9,automatic,ci,ci
2020-02-09T09:47:04.020Z,34.0465,-116.998,13.97,1.25,ml,41,59,0.04796,0.23,ci,ci39297096,2020-02-09T09:58:04.420Z,"4km ENE of Yucaipa, CA",earthquake,0.29,0.58,0.191,29,automatic,ci,ci
2020-02-09T09:43:08.347Z,62.2288,-151.1701,81.8,1.8,ml,,,,0.6,ak,ak0201ub40mr,2020-02-09T09:48:17.222Z,"56km W of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2020-02-09T09:42:25.750Z,-4.6317,149.4698,564.73,5.4,mww,,24,2.721,0.89,us,us70007m02,2020-02-09T11:44:05.525Z,"126km NW of Kimbe, Papua New Guinea",earthquake,10,6,0.078,16,reviewed,us,us
2020-02-09T09:37:57.765Z,40.0174,-119.4643,10.1,0.6,ml,6,222.02,0.256,0.1134,nn,nn00716840,2020-02-09T17:40:21.929Z,"45km NNE of Spanish Springs, Nevada",earthquake,,5.8,0.08,2,reviewed,nn,nn
2020-02-09T09:29:15.510Z,36.1821667,-118.0665,0.82,1.52,ml,16,90,0.183,0.18,ci,ci39297088,2020-02-09T16:37:36.968Z,"12km SSW of Olancha, CA",earthquake,0.31,0.81,0.19,21,reviewed,ci,ci
2020-02-09T09:25:00.750Z,17.9283,-66.6756,6,2.35,ml,11,207,0.1339,0.16,pr,pr2020040021,2020-02-09T09:55:18.946Z,"8km SSE of Tallaboa, Puerto Rico",earthquake,0.73,0.46,0,0,reviewed,pr,pr
2020-02-09T09:20:17.330Z,33.9151667,-84.1426667,5.29,2.3,md,20,67,0.08391,0.32,se,se60100123,2020-02-09T22:30:02.538Z,"2km N of Lilburn, Georgia",earthquake,1.22,0.91,0.146,13,reviewed,se,se
2020-02-09T09:17:47.930Z,35.3595,-117.8156667,6.81,1.54,ml,20,73,0.09512,0.15,ci,ci39297080,2020-02-09T16:37:35.969Z,"16km W of Johannesburg, CA",earthquake,0.29,0.81,0.172,27,reviewed,ci,ci
2020-02-09T09:17:46.470Z,18.0076,-66.8666,12,2.83,md,11,120,0.0349,0.21,pr,pr2020040019,2020-02-09T09:32:10.804Z,"0km SE of Palomas, Puerto Rico",earthquake,0.97,0.69,0.25,5,reviewed,pr,pr
2020-02-09T09:14:42.500Z,35.959,-117.3725,-0.06,0.98,ml,12,162,0.09925,0.15,ci,ci39297072,2020-02-09T09:18:43.324Z,"22km N of Searles Valley, CA",earthquake,0.4,31.61,0.104,7,automatic,ci,ci
2020-02-09T09:10:50.530Z,19.1863327,-155.4559937,34.07,1.97,md,40,125,0.0313,0.12,hv,hv71376272,2020-02-09T09:14:05.020Z,"3km SE of Pahala, Hawaii",earthquake,0.61,0.73,0.13,6,automatic,hv,hv
2020-02-09T09:10:01.630Z,36.1766667,-118.0715,1.74,1.66,ml,14,86,0.185,0.12,ci,ci39297064,2020-02-09T16:37:40.969Z,"13km SSW of Olancha, CA",earthquake,0.23,0.97,0.171,23,reviewed,ci,ci
2020-02-09T08:57:53.220Z,17.9743,-66.8796,15,3.35,md,11,201,0.0009,0.08,pr,pr2020040020,2020-02-09T17:00:25.301Z,"10km SSE of Guanica, Puerto Rico",earthquake,0.66,0.44,0.17,5,reviewed,pr,pr
2020-02-09T08:57:32.740Z,35.756,-117.5801667,7.86,0.66,ml,9,147,0.06126,0.19,ci,ci39297056,2020-02-09T09:01:06.218Z,"16km W of Searles Valley, CA",earthquake,0.59,1.41,0.149,8,automatic,ci,ci
2020-02-09T08:56:31.300Z,37.5779991,-118.8518295,3.9,0.7,md,8,229,0.02168,0.02,nc,nc73337511,2020-02-09T09:36:04.994Z,"13km ESE of Mammoth Lakes, CA",earthquake,2,2.12,0.25,9,automatic,nc,nc
2020-02-09T08:50:53.980Z,17.8441,-66.8703,7,3.38,md,10,245,0.1313,0.15,pr,pr2020040018,2020-02-09T09:19:59.278Z,"14km SSE of Guanica, Puerto Rico",earthquake,0.77,0.39,0.11,4,reviewed,pr,pr
2020-02-09T08:50:35.053Z,61.5862,-146.3312,32.6,1.7,ml,,,,0.58,ak,ak0201uak53l,2020-02-09T08:58:47.145Z,"50km N of Valdez, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-09T08:37:05.420Z,35.5296667,-117.3765,6.27,2.16,ml,26,72,0.01084,0.17,ci,ci39297048,2020-02-09T08:48:09.240Z,"26km S of Trona, CA",earthquake,0.31,0.48,0.14,25,automatic,ci,ci
2020-02-09T08:35:37.930Z,17.9183,-66.9156,11,2.61,md,11,221,0.0675,0.13,pr,pr2020040017,2020-02-09T09:17:45.126Z,"5km S of Guanica, Puerto Rico",earthquake,0.65,0.39,0.4,9,reviewed,pr,pr
2020-02-09T08:34:39.942Z,57.7741,-156.3189,130.8,2,ml,,,,1.23,ak,ak0201uagqrk,2020-02-09T08:47:14.015Z,"103km SSE of King Salmon, Alaska",earthquake,,1.3,,,automatic,ak,ak
2020-02-09T08:29:05.160Z,13.1747,-89.1005,68.54,5,mww,,120,1.242,0.94,us,us70007lz9,2020-02-09T14:52:53.197Z,"36km SSW of El Rosario, El Salvador",earthquake,6.6,7.2,0.078,16,reviewed,us,us
2020-02-09T08:27:52.102Z,64.6211,-150.0011,10.3,1.6,ml,,,,0.73,ak,ak0201uaf8xy,2020-02-09T08:33:40.106Z,"42km W of North Nenana, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-09T08:23:41.480Z,38.8356667,-122.8190002,1.98,0.56,md,9,77,0.0132,0.01,nc,nc73337496,2020-02-09T08:55:02.729Z,"8km W of Cobb, CA",earthquake,0.54,1.46,,1,automatic,nc,nc
2020-02-09T08:23:14.690Z,17.8986,-66.8371,14,3.14,md,10,222,0.0873,0.13,pr,pr2020040016,2020-02-09T09:16:33.110Z,"10km S of Indios, Puerto Rico",earthquake,0.88,0.52,0.14,5,reviewed,pr,pr
2020-02-09T08:17:35.010Z,19.1906662,-155.4470062,36.26,1.98,md,51,131,0.03787,0.12,hv,hv71376232,2020-02-09T08:20:49.710Z,"3km ESE of Pahala, Hawaii",earthquake,0.56,0.8,0.08,9,automatic,hv,hv
2020-02-09T07:59:48.360Z,35.8305,-117.667,9.55,1.7,ml,25,52,0.05836,0.12,ci,ci39297032,2020-02-09T08:10:58.370Z,"23km N of Ridgecrest, CA",earthquake,0.21,0.49,0.214,25,automatic,ci,ci
2020-02-09T07:34:42.600Z,31.6595,-104.3632,5,2.5,mb_lg,,71,0.392,0.36,us,us70007lym,2020-02-09T07:53:58.040Z,"72km W of Mentone, Texas",earthquake,1.4,1.9,0.147,13,reviewed,us,us
2020-02-09T07:28:27.080Z,35.7921667,-117.6255,8.56,1.06,ml,12,79,0.03273,0.17,ci,ci39297024,2020-02-09T16:39:04.975Z,"20km NNE of Ridgecrest, CA",earthquake,0.47,0.85,0.225,10,reviewed,ci,ci
2020-02-09T07:27:58.410Z,17.9103,-66.857,11,3.2,md,11,219,0.0685,0.11,pr,pr2020040015,2020-02-09T07:44:47.408Z,"8km SE of Guanica, Puerto Rico",earthquake,0.7,0.39,0.12,7,reviewed,pr,pr
2020-02-09T07:15:07.430Z,19.1956673,-155.3899994,31.96,2.16,md,25,175,0.1268,0.11,hv,hv71376197,2020-02-09T07:18:30.290Z,"9km E of Pahala, Hawaii",earthquake,0.65,0.76,0.05,3,automatic,hv,hv
2020-02-09T07:05:40.867Z,-52.8326,27.5379,10,5.1,mb,,61,16.962,0.55,us,us70007lyh,2020-02-09T07:25:13.040Z,"South of Africa",earthquake,10.1,1.9,0.078,53,reviewed,us,us
2020-02-09T06:44:05.180Z,19.2000008,-155.4463348,37.59,2.12,md,38,150,0.05934,0.12,hv,hv71376162,2020-02-09T06:47:19.220Z,"3km E of Pahala, Hawaii",earthquake,0.67,0.91,0.47,3,automatic,hv,hv
2020-02-09T06:43:29.070Z,17.7535,-66.8655,3,2.89,md,11,256,0.222,0.27,pr,pr2020040014,2020-02-09T07:27:49.040Z,"27km S of Guanica, Puerto Rico",earthquake,1.12,0.87,0.16,6,reviewed,pr,pr
2020-02-09T06:40:08.430Z,35.8971667,-117.728,10.65,1.08,ml,8,76,0.08082,0.16,ci,ci39297016,2020-02-09T06:43:43.892Z,"17km ESE of Little Lake, CA",earthquake,0.57,1.29,0.214,10,automatic,ci,ci
2020-02-09T06:23:22.460Z,38.8063316,-122.7768326,2.07,0.55,md,16,63,0.007544,0.02,nc,nc73337476,2020-02-09T06:51:04.975Z,"4km NNW of The Geysers, CA",earthquake,0.28,0.59,,1,automatic,nc,nc
2020-02-09T06:23:05.520Z,19.2186661,-155.4103394,32.25,2.51,md,55,143,0.02232,0.12,hv,hv71376147,2020-02-09T06:26:22.580Z,"7km ENE of Pahala, Hawaii",earthquake,0.45,0.68,0.3,25,automatic,hv,hv
2020-02-09T06:22:01.040Z,38.8333321,-122.8203354,1.81,0.56,md,13,59,0.01276,0.02,nc,nc73337471,2020-02-09T07:24:02.161Z,"8km NW of The Geysers, CA",earthquake,0.28,0.91,,1,automatic,nc,nc
2020-02-09T06:16:54.300Z,37.5671654,-121.7836685,4.75,1.29,md,16,100,0.03451,0.07,nc,nc73337466,2020-02-09T06:58:03.017Z,"10km ESE of Sunol, CA",earthquake,0.31,0.55,0.1,12,automatic,nc,nc
2020-02-09T06:10:36.963Z,17.7374,-66.8587,10,2.6,ml,,248,0.29,0.46,us,us70007lx3,2020-02-09T07:07:06.040Z,"26km SSE of Guanica, Puerto Rico",earthquake,1.2,2,0.065,31,reviewed,us,us
2020-02-09T06:08:08.620Z,17.922,-66.846,14,2.4,ml,11,215,0.0626,0.27,pr,pr2020040013,2020-02-09T06:22:30.330Z,"7km SE of Maria Antonia, Puerto Rico",earthquake,1.14,0.76,0,0,reviewed,pr,pr
2020-02-09T06:04:29.955Z,-5.4509,152.0983,31.29,6.2,mww,,25,1.253,0.95,us,us70007lwy,2020-02-10T00:04:01.040Z,"122km S of Kokopo, Papua New Guinea",earthquake,4.7,4.1,0.055,32,reviewed,us,us
2020-02-09T05:56:30.546Z,61.141,-151.1605,66.7,1.4,ml,,,,0.44,ak,ak0201u8t48r,2020-02-09T06:01:19.616Z,"50km N of Nikiski, Alaska",earthquake,,1,,,automatic,ak,ak
2020-02-09T05:51:38.535Z,61.5201,-150.941,59.5,2,ml,,,,0.44,ak,ak0201u8s28i,2020-02-09T05:59:38.476Z,"52km W of Big Lake, Alaska",earthquake,,0.4,,,automatic,ak,ak
2020-02-09T05:40:37.892Z,35.26686859,-97.86908722,1.884436846,2.49,ml,38,52.97462463,0.09132045507,0.8647727061,ok,ok2020ctrw,2020-02-09T06:36:49.040Z,"6km WSW of Tuttle, Oklahoma",earthquake,1.909358621,1.572491613,,24,automatic,ok,ok
2020-02-09T05:39:48.360Z,34.0371667,-117.2288333,16.6,1.03,ml,27,64,0.09179,0.2,ci,ci39297000,2020-02-09T05:43:27.410Z,"3km ESE of Loma Linda, CA",earthquake,0.38,0.7,0.201,28,automatic,ci,ci
2020-02-09T05:35:13.860Z,38.8321648,-122.819664,1.83,0.89,md,14,55,0.01152,0.01,nc,nc73337461,2020-02-09T06:33:03.861Z,"8km NW of The Geysers, CA",earthquake,0.27,0.79,,1,automatic,nc,nc
2020-02-09T05:22:17.619Z,19.1057,-67.8181,10,2.7,ml,,331,0.922,0.17,us,us70007lwf,2020-02-09T06:46:17.040Z,"84km NE of Punta Cana, Dominican Republic",earthquake,6.6,2,0.07,27,reviewed,us,us
2020-02-09T05:20:11.760Z,35.871,-117.6735,4.22,1.07,ml,13,89,0.079,0.08,ci,ci39296976,2020-02-09T16:39:18.975Z,"22km ESE of Little Lake, CA",earthquake,0.17,0.61,0.073,10,reviewed,ci,ci
2020-02-09T05:17:31.380Z,17.9326,-66.9028,11,2.88,md,11,216,0.0486,0.18,pr,pr2020040011,2020-02-09T13:19:56.400Z,"8km SSE of Guanica, Puerto Rico",earthquake,0.91,0.51,0.19,6,reviewed,pr,pr
2020-02-09T05:13:13.750Z,61.5832,-148.0608,13,1.4,ml,,,,1.15,ak,ak0201u8jv5b,2020-02-09T05:16:27.724Z,"47km E of Lazy Mountain, Alaska",earthquake,,0.2,,,automatic,ak,ak
2020-02-09T05:11:17.630Z,19.2010002,-155.45784,36.58,2.06,md,37,157,0.04553,0.24,hv,hv71376092,2020-02-09T05:14:40.830Z,"2km ESE of Pahala, Hawaii",earthquake,0.75,1.26,0.01,3,automatic,hv,hv
2020-02-09T05:10:00.700Z,19.2098331,-155.4450073,36.27,1.83,md,42,148,0.05266,0.11,hv,hv71376087,2020-02-09T05:13:19.370Z,"3km E of Pahala, Hawaii",earthquake,0.86,0.94,0.14,4,automatic,hv,hv
2020-02-09T05:08:13.600Z,35.7151667,-117.5523333,2.95,2.81,ml,30,67,0.1069,0.16,ci,ci39296968,2020-02-09T06:23:26.040Z,"15km WSW of Searles Valley, CA",earthquake,0.26,0.64,0.176,25,automatic,ci,ci
2020-02-09T05:07:37.798Z,59.2947,-152.8127,72.9,2,ml,,,,0.46,ak,ak0201u8impb,2020-02-09T05:20:19.234Z,"77km SW of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2020-02-09T05:04:25.730Z,19.1895008,-155.4331665,36.77,2.05,md,33,162,0.05845,0.09,hv,hv71376077,2020-02-09T05:07:37.780Z,"5km ESE of Pahala, Hawaii",earthquake,0.78,0.92,0.42,3,automatic,hv,hv
2020-02-09T05:01:53.570Z,19.1989994,-155.446167,36.24,1.84,md,29,156,0.05985,0.11,hv,hv71376067,2020-02-09T05:05:05.110Z,"3km E of Pahala, Hawaii",earthquake,0.68,0.82,0.07,4,automatic,hv,hv
2020-02-09T05:01:51.110Z,38.824501,-122.7959976,2.41,1.18,md,24,43,0.01105,0.03,nc,nc73337446,2020-02-09T05:50:03.586Z,"6km NNW of The Geysers, CA",earthquake,0.23,0.48,0.06,4,automatic,nc,nc
2020-02-09T04:59:37.250Z,17.7545,-66.8776,3,2.68,md,12,256,0.2206,0.25,pr,pr2020040012,2020-02-09T13:02:18.395Z,"32km S of Guanica, Puerto Rico",earthquake,0.87,0.66,0.47,11,reviewed,pr,pr
2020-02-09T04:58:56.911Z,36.35557556,-97.36016083,2.778321266,2.08,ml,35,55.00762749,0.138956666,0.4326628688,ok,ok2020ctqm,2020-02-09T05:02:26.064Z,"9km NW of Perry, Oklahoma",earthquake,2.000503601,1.677685435,,26,automatic,ok,ok
2020-02-09T04:58:00.270Z,17.7618,-66.8773,2,2.73,md,11,250,0.2133,0.22,pr,pr2020040009,2020-02-09T13:00:24.332Z,"34km S of Guanica, Puerto Rico",earthquake,0.91,0.72,0.38,11,reviewed,pr,pr
2020-02-09T04:54:31.040Z,19.2081661,-155.4029999,31.87,1.85,md,39,154,0.07665,0.1,hv,hv71376037,2020-02-09T04:57:43.600Z,"8km E of Pahala, Hawaii",earthquake,0.69,0.82,0.05,5,automatic,hv,hv
2020-02-09T04:53:57.390Z,17.7546,-66.8776,2,3.36,md,8,251,0.2205,0.23,pr,pr2020040010,2020-02-09T12:56:25.656Z,"38km S of Guanica, Puerto Rico",earthquake,1.27,0.94,0.09,3,reviewed,pr,pr
2020-02-09T04:53:38.100Z,17.7595,-66.8803,4,3.3,ml,12,250,0.2156,0.19,pr,pr2020040008,2020-02-09T05:21:17.627Z,"29km S of Guanica, Puerto Rico",earthquake,0.81,0.6,0,0,reviewed,pr,pr
2020-02-09T04:45:27.820Z,19.2421665,-155.462326,33.06,2.37,md,57,115,0.03518,0.12,hv,hv71376012,2020-02-09T04:48:53.610Z,"4km NNE of Pahala, Hawaii",earthquake,0.42,0.69,0.23,37,automatic,hv,hv
2020-02-09T04:42:38.120Z,35.6571667,-117.4583333,5.37,0.82,ml,7,171,0.1525,0.08,ci,ci39296960,2020-02-09T04:46:23.071Z,"13km SSW of Searles Valley, CA",earthquake,0.48,31.61,0.125,4,automatic,ci,ci
2020-02-09T04:41:55.660Z,17.8431,-66.837,13,3.11,md,12,236,0.1386,0.18,pr,pr2020040006,2020-02-09T12:44:32.400Z,"18km SSE of Guanica, Puerto Rico",earthquake,0.96,0.5,0.14,7,reviewed,pr,pr
2020-02-09T04:37:26.470Z,19.2014999,-155.4136658,32.79,2.47,md,27,159,0.03894,0.13,hv,hv71376002,2020-02-09T04:40:40.540Z,"6km E of Pahala, Hawaii",earthquake,0.99,0.84,0.25,4,automatic,hv,hv
2020-02-09T04:33:37.530Z,19.2094994,-155.4098358,33.43,2.1,md,50,150,0.0302,0.13,hv,hv71375992,2020-02-09T04:36:59.480Z,"7km E of Pahala, Hawaii",earthquake,0.48,0.74,0.12,13,automatic,hv,hv
2020-02-09T04:32:56.670Z,33.225,-116.743,11.09,1.22,ml,43,27,0.01716,0.21,ci,ci39296952,2020-02-09T04:44:11.110Z,"3km SE of Lake Henshaw, CA",earthquake,0.25,0.53,0.173,27,automatic,ci,ci
2020-02-09T04:31:33.150Z,35.6148333,-117.4628333,4.92,1.15,ml,12,157,0.1203,0.16,ci,ci39296944,2020-02-09T04:34:59.272Z,"18km SSW of Searles Valley, CA",earthquake,0.61,1.5,0.216,16,automatic,ci,ci
2020-02-09T04:28:15.820Z,17.936,-66.9076,4,2.51,md,12,215,0.0483,0.19,pr,pr2020040007,2020-02-09T12:30:56.429Z,"3km S of Guanica, Puerto Rico",earthquake,0.71,0.35,0.52,7,reviewed,pr,pr
2020-02-09T04:27:58.210Z,38.7886658,-122.7681656,1.17,1.17,md,22,80,0.01365,0.05,nc,nc73337436,2020-02-09T04:57:04.247Z,"2km NW of The Geysers, CA",earthquake,0.25,0.38,0.23,4,automatic,nc,nc
2020-02-09T04:11:38.450Z,19.2208328,-155.4055023,32.78,2.38,md,54,144,0.01823,0.12,hv,hv71375962,2020-02-09T04:14:55.350Z,"8km ENE of Pahala, Hawaii",earthquake,0.43,0.67,0.21,39,automatic,hv,hv
2020-02-09T03:46:50.306Z,39.6847,-120.0904,1.9,0.7,ml,5,176.36,0.083,0.0904,nn,nn00716839,2020-02-09T17:34:09.543Z,"9km W of Cold Springs, Nevada",earthquake,,2.2,0.41,2,reviewed,nn,nn
2020-02-09T03:37:23.992Z,61.3981,-150.0173,33.7,1.9,ml,,,,0.67,ak,ak0201u7i5wr,2020-02-09T03:50:59.261Z,"14km SSW of Big Lake, Alaska",earthquake,,0.8,,,automatic,ak,ak
2020-02-09T03:32:02.010Z,19.1504993,-155.5021667,36.11,1.89,md,44,141,0.03817,0.12,hv,hv71375917,2020-02-09T03:35:17.000Z,"6km SSW of Pahala, Hawaii",earthquake,0.61,0.8,0.02,5,automatic,hv,hv
2020-02-09T03:25:22.650Z,35.8828333,-117.6738333,4.42,0.88,ml,12,89,0.06766,0.16,ci,ci39296920,2020-02-09T03:28:53.913Z,"22km ESE of Little Lake, CA",earthquake,0.3,1.03,0.198,9,automatic,ci,ci
2020-02-09T03:25:11.460Z,17.9133,-66.6761,8,3.17,md,12,210,0.1471,0.16,pr,pr2020040005,2020-02-09T05:51:52.191Z,"8km SSE of Tallaboa, Puerto Rico",earthquake,0.66,1.41,0.38,5,reviewed,pr,pr
2020-02-09T03:23:58.400Z,37.8385,-115.1408,3.8,0.7,ml,7,115.07,0.449,0.2,nn,nn00716810,2020-02-09T04:33:43.629Z,"52km N of Alamo, Nevada",earthquake,,18.9,,,automatic,nn,nn
2020-02-09T03:22:14.810Z,17.9078,-66.6691,6,2.6,md,12,211,0.1489,0.31,pr,pr2020040004,2020-02-09T11:24:40.116Z,"11km SSE of Tallaboa, Puerto Rico",earthquake,0.99,0.69,0.29,12,reviewed,pr,pr
2020-02-09T03:20:05.670Z,19.2016659,-155.4196625,33.1,2.4,md,19,163,0.04135,0.13,hv,hv71375907,2020-02-09T03:23:19.000Z,"6km E of Pahala, Hawaii",earthquake,0.87,1.05,0.12,3,automatic,hv,hv
2020-02-09T03:18:29.430Z,19.2110004,-155.3999939,30.13,1.99,md,20,221,0.1225,0.12,hv,hv71375902,2020-02-09T03:21:37.010Z,"8km E of Pahala, Hawaii",earthquake,0.8,0.84,0.32,4,automatic,hv,hv
2020-02-09T03:14:08.530Z,19.2101669,-155.4253387,33.65,2.39,ml,49,139,0.03783,0.12,hv,hv71375897,2020-02-09T03:19:42.120Z,"5km E of Pahala, Hawaii",earthquake,0.53,0.67,0.41,4,automatic,hv,hv
2020-02-09T03:13:51.080Z,19.2966671,-155.4853363,14.35,2.33,ml,11,168,0.04974,0.13,hv,hv71375882,2020-02-09T03:19:27.830Z,"10km N of Pahala, Hawaii",earthquake,2.16,1,3.71,4,automatic,hv,hv
2020-02-09T03:13:44.830Z,19.1733341,-155.4463348,31.96,2.48,ml,23,211,0.1319,0.17,hv,hv71375892,2020-02-09T03:19:32.210Z,"5km SE of Pahala, Hawaii",earthquake,1.05,0.96,3.74,4,automatic,hv,hv
2020-02-09T02:55:23.020Z,19.2016659,-155.4523315,35.32,2.04,md,45,145,0.06289,0.11,hv,hv71375852,2020-02-09T02:58:43.160Z,"2km E of Pahala, Hawaii",earthquake,0.54,0.88,0.16,17,automatic,hv,hv
2020-02-09T02:53:40.610Z,37.8148,-115.1432,2.7,1.6,ml,16,178.4,0.386,0.14,nn,nn00716808,2020-02-09T03:25:45.248Z,"49km N of Alamo, Nevada",earthquake,,14.3,,,automatic,nn,nn
2020-02-09T02:53:33.320Z,19.2148342,-155.4380035,32.34,2.21,md,52,126,0.04442,0.14,hv,hv71375847,2020-02-09T02:56:46.260Z,"4km ENE of Pahala, Hawaii",earthquake,0.5,0.67,0.07,21,automatic,hv,hv
2020-02-09T02:53:05.414Z,36.10383987,-98.19779968,5.243637562,1.76,ml,15,96.17367554,0.1394505501,1.206174902,ok,ok2020ctmi,2020-02-09T02:55:11.017Z,"10km E of Okeene, Oklahoma",earthquake,3.112877219,4.305382401,,12,automatic,ok,ok
2020-02-09T02:51:43.210Z,35.0943333,-116.9626667,2.78,2.58,ml,27,54,0.2203,0.16,ci,ci39296912,2020-02-09T22:55:01.724Z,"22km NNE of Barstow, CA",earthquake,0.27,1.97,0.173,25,automatic,ci,ci
2020-02-09T02:33:19.741Z,37.4384,-115.5216,16.6,0.8,ml,8,210.54,0.375,0.1612,nn,nn00716841,2020-02-09T17:49:41.983Z,"32km WNW of Alamo, Nevada",earthquake,,8.8,0.58,4,reviewed,nn,nn
2020-02-09T02:19:08.210Z,35.6748333,-117.5066667,10.73,0.62,ml,9,158,0.09529,0.15,ci,ci39296904,2020-02-09T02:22:51.150Z,"14km SW of Searles Valley, CA",earthquake,0.57,1.08,0.144,7,automatic,ci,ci
2020-02-09T02:08:14.700Z,33.9715,-116.7628333,-0.26,1.07,ml,13,135,0.1665,0.3,ci,ci39296888,2020-02-09T02:11:58.067Z,"6km NNE of Cabazon, CA",earthquake,0.75,31.61,0.185,9,automatic,ci,ci
2020-02-09T02:07:58.630Z,37.5701675,-118.8291702,2.63,1.8,md,17,212,0.01983,0.02,nc,nc73337401,2020-02-09T03:18:03.570Z,"13km W of Toms Place, CA",earthquake,0.91,0.53,0.12,16,automatic,nc,nc
2020-02-09T02:06:11.734Z,36.36399078,-98.14211273,5.196365833,1.98,ml,22,81.45188904,0.190058887,0.2272617836,ok,ok2020ctku,2020-02-09T02:09:25.525Z,"23km W of Enid, Oklahoma",earthquake,2.622995187,3.81749754,,18,automatic,ok,ok
2020-02-09T02:02:33.358Z,63.0806,-150.789,134.1,2,ml,,,,0.09,ak,ak0201u6p8yv,2020-02-09T02:05:58.470Z,"91km NNW of Talkeetna, Alaska",earthquake,,2.2,,,automatic,ak,ak
2020-02-09T01:51:09.810Z,38.836834,-122.7956696,1.94,0.56,md,12,71,0.004447,0.01,nc,nc73337386,2020-02-09T02:26:03.270Z,"6km WNW of Cobb, CA",earthquake,0.38,0.66,,1,automatic,nc,nc
2020-02-09T01:39:53.830Z,38.7878342,-122.7633362,1.82,0.56,md,10,90,0.01308,0.01,nc,nc73337381,2020-02-09T02:14:03.203Z,"1km NNW of The Geysers, CA",earthquake,0.32,0.72,,1,automatic,nc,nc
